,0
786,3287.0
787,3376.0
788,3465.0
789,3579.0
790,3670.0
791,3763.0
792,3858.0
793,3977.0
794,4073.0
795,4171.0
796,4294.0
797,4394.0
798,4496.0
799,4598.0
800,4727.0
801,4831.0
802,4937.0
803,5044.0
804,5179.0
805,5288.0
806,5398.0
807,5509.0
808,5649.0
809,5762.0
810,5877.0
811,6021.0
812,6138.0
813,6255.0
814,6374.0
815,6524.0
816,6645.0
817,6766.0
818,6889.0
819,7044.0
820,7169.0
821,7295.0
822,7422.0
823,7582.0
824,7711.0
825,7841.0
826,8005.0
827,8137.0
828,8270.0
829,8404.0
830,8573.0
831,8709.0
832,8846.0
833,8984.0
834,9158.0
835,9297.0
836,9438.0
837,9580.0
838,9758.0
839,9902.0
840,10046.0
841,10228.0
842,10374.0
843,10521.0
844,10669.0
845,10856.0
846,11006.0
847,11156.0
848,11308.0
849,11498.0
850,11652.0
851,11806.0
852,11961.0
853,12156.0
854,12312.0
855,12470.0
856,12668.0
857,12827.0
858,12987.0
859,13147.0
860,13349.0
861,13512.0
862,13675.0
863,13838.0
864,14044.0
865,14209.0
866,14375.0
867,14542.0
868,14752.0
869,14920.0
870,15089.0
871,15301.0
872,15471.0
873,15642.0
874,15814.0
875,16030.0
876,16203.0
877,16377.0
878,16551.0
879,16770.0
880,16946.0
881,17122.0
882,17299.0
883,17521.0
884,17699.0
885,17878.0
886,18102.0
887,18283.0
888,18463.0
889,18644.0
890,18872.0
891,19054.0
892,19237.0
893,19420.0
894,19650.0
895,19835.0
896,20019.0
897,20205.0
898,20437.0
899,20624.0
900,20811.0
901,21045.0
902,21233.0
903,21422.0
904,21610.0
905,21847.0
906,22037.0
907,22227.0
908,22418.0
909,22656.0
910,22848.0
911,23040.0
912,23232.0
913,23473.0
914,23665.0
915,23859.0
916,24101.0
917,24295.0
918,24489.0
919,24684.0
920,24928.0
921,25123.0
922,25319.0
923,25515.0
924,25760.0
925,25957.0
926,26153.0
927,26350.0
928,26597.0
929,26795.0
930,26993.0
931,27240.0
932,27438.0
933,27637.0
934,27835.0
935,28084.0
936,28283.0
937,28482.0
938,28682.0
939,28931.0
940,29131.0
941,29331.0
942,29531.0
943,29781.0
944,29981.0
945,30182.0
946,30432.0
947,30633.0
948,30834.0
949,31034.0
950,31285.0
951,31486.0
952,31687.0
953,31888.0
954,32139.0
955,32341.0
956,32542.0
957,32743.0
958,32994.0
959,33195.0
960,33396.0
961,33647.0
962,33848.0
963,34049.0
964,34250.0
965,34501.0
966,34702.0
967,34902.0
968,35103.0
969,35354.0
970,35554.0
971,35754.0
972,35955.0
973,36205.0
974,36404.0
975,36604.0
976,36854.0
977,37053.0
978,37252.0
979,37451.0
980,37700.0
981,37899.0
982,38097.0
983,38295.0
984,38543.0
985,38741.0
986,38938.0
987,39136.0
988,39382.0
989,39579.0
990,39775.0
991,40021.0
992,40217.0
993,40412.0
994,40608.0
995,40851.0
996,41046.0
997,41241.0
998,41435.0
999,41677.0
1000,41870.0
1001,42063.0
1002,42256.0
1003,42496.0
1004,42688.0
1005,42879.0
1006,43118.0
1007,43308.0
1008,43499.0
1009,43688.0
1010,43925.0
1011,44114.0
1012,44302.0
1013,44490.0
1014,44725.0
1015,44912.0
1016,45098.0
1017,45284.0
1018,45516.0
1019,45701.0
1020,45885.0
1021,46115.0
1022,46299.0
1023,46482.0
1024,46664.0
1025,46891.0
1026,47072.0
1027,47253.0
1028,47433.0
1029,47657.0
1030,47836.0
1031,48014.0
1032,48192.0
1033,48413.0
1034,48590.0
1035,48765.0
1036,48984.0
1037,49159.0
1038,49333.0
1039,49506.0
1040,49721.0
1041,49893.0
1042,50064.0
1043,50235.0
1044,50447.0
1045,50616.0
1046,50784.0
1047,50951.0
1048,51160.0
1049,51326.0
1050,51491.0
1051,51697.0
1052,51861.0
1053,52024.0
1054,52186.0
1055,52388.0
1056,52549.0
1057,52709.0
1058,52868.0
1059,53066.0
1060,53223.0
1061,53380.0
1062,53536.0
1063,53730.0
1064,53884.0
1065,54037.0
1066,54228.0
1067,54379.0
1068,54530.0
1069,54680.0
1070,54866.0
1071,55014.0
1072,55161.0
1073,55308.0
1074,55489.0
1075,55634.0
1076,55777.0
1077,55920.0
1078,56097.0
1079,56238.0
1080,56378.0
1081,56551.0
1082,56689.0
1083,56826.0
1084,56962.0
1085,57131.0
1086,57265.0
1087,57398.0
1088,57530.0
1089,57694.0
1090,57824.0
1091,57953.0
1092,58081.0
1093,58240.0
1094,58366.0
1095,58491.0
1096,58646.0
1097,58769.0
1098,58891.0
1099,59012.0
1100,59162.0
1101,59280.0
1102,59398.0
1103,59514.0
1104,59659.0
1105,59773.0
1106,59887.0
1107,59999.0
1108,60138.0
1109,60248.0
1110,60357.0
1111,60492.0
1112,60598.0
1113,60704.0
1114,60809.0
1115,60938.0
1116,61040.0
1117,61141.0
1118,61241.0
1119,61365.0
1120,61462.0
1121,61559.0
1122,61654.0
1123,61772.0
1124,61865.0
1125,61957.0
1126,62070.0
1127,62160.0
1128,62248.0
1129,62335.0
1130,62443.0
1131,62527.0
1132,62611.0
1133,62693.0
1134,62795.0
1135,62875.0
1136,62954.0
1137,63031.0
1138,63127.0
1139,63202.0
1140,63276.0
1141,63367.0
1142,63438.0
1143,63508.0
1144,63577.0
1145,63662.0
1146,63728.0
1147,63794.0
1148,63858.0
1149,63936.0
1150,63998.0
1151,64058.0
1152,64117.0
1153,64189.0
1154,64246.0
1155,64301.0
1156,64368.0
1157,64421.0
1158,64472.0
1159,64522.0
1160,64584.0
1161,64631.0
1162,64677.0
1163,64722.0
1164,64777.0
1165,64820.0
1166,64861.0
1167,64901.0
1168,64949.0
1169,64986.0
1170,65022.0
1171,65066.0
1172,65099.0
1173,65131.0
1174,65162.0
1175,65199.0
1176,65227.0
1177,65254.0
1178,65280.0
1179,65310.0
1180,65333.0
1181,65355.0
1182,65375.0
1183,65399.0
1184,65417.0
1185,65433.0
1186,65452.0
1187,65466.0
1188,65478.0
1189,65489.0
1190,65502.0
1191,65510.0
1192,65517.0
1193,65523.0
1194,65529.0
1195,65532.0
1196,65534.0
1197,65535.0
1198,65534.0
1199,65532.0
1200,65529.0
1201,65523.0
1202,65517.0
1203,65510.0
1204,65502.0
1205,65489.0
1206,65478.0
1207,65466.0
1208,65452.0
1209,65433.0
1210,65417.0
1211,65399.0
1212,65380.0
1213,65355.0
1214,65333.0
1215,65310.0
1216,65280.0
1217,65254.0
1218,65227.0
1219,65199.0
1220,65162.0
1221,65131.0
1222,65099.0
1223,65066.0
1224,65022.0
1225,64986.0
1226,64949.0
1227,64911.0
1228,64861.0
1229,64820.0
1230,64777.0
1231,64722.0
1232,64677.0
1233,64631.0
1234,64584.0
1235,64522.0
1236,64472.0
1237,64421.0
1238,64368.0
1239,64301.0
1240,64246.0
1241,64189.0
1242,64132.0
1243,64058.0
1244,63998.0
1245,63936.0
1246,63858.0
1247,63794.0
1248,63728.0
1249,63662.0
1250,63577.0
1251,63508.0
1252,63438.0
1253,63367.0
1254,63276.0
1255,63202.0
1256,63127.0
1257,63051.0
1258,62954.0
1259,62875.0
1260,62795.0
1261,62693.0
1262,62611.0
1263,62527.0
1264,62443.0
1265,62335.0
1266,62248.0
1267,62160.0
1268,62070.0
1269,61957.0
1270,61865.0
1271,61772.0
1272,61678.0
1273,61559.0
1274,61462.0
1275,61365.0
1276,61241.0
1277,61141.0
1278,61040.0
1279,60938.0
1280,60809.0
1281,60704.0
1282,60598.0
1283,60492.0
1284,60357.0
1285,60248.0
1286,60138.0
1287,60027.0
1288,59887.0
1289,59773.0
1290,59659.0
1291,59514.0
1292,59398.0
1293,59280.0
1294,59162.0
1295,59012.0
1296,58891.0
1297,58769.0
1298,58646.0
1299,58491.0
1300,58366.0
1301,58240.0
1302,58113.0
1303,57953.0
1304,57824.0
1305,57694.0
1306,57530.0
1307,57398.0
1308,57265.0
1309,57131.0
1310,56962.0
1311,56826.0
1312,56689.0
1313,56551.0
1314,56378.0
1315,56238.0
1316,56097.0
1317,55956.0
1318,55777.0
1319,55634.0
1320,55489.0
1321,55308.0
1322,55161.0
1323,55014.0
1324,54866.0
1325,54680.0
1326,54530.0
1327,54379.0
1328,54228.0
1329,54037.0
1330,53884.0
1331,53730.0
1332,53575.0
1333,53380.0
1334,53223.0
1335,53066.0
1336,52868.0
1337,52709.0
1338,52549.0
1339,52388.0
1340,52186.0
1341,52024.0
1342,51861.0
1343,51697.0
1344,51491.0
1345,51326.0
1346,51160.0
1347,50993.0
1348,50784.0
1349,50616.0
1350,50447.0
1351,50235.0
1352,50064.0
1353,49893.0
1354,49721.0
1355,49506.0
1356,49333.0
1357,49159.0
1358,48984.0
1359,48765.0
1360,48590.0
1361,48413.0
1362,48236.0
1363,48014.0
1364,47836.0
1365,47657.0
1366,47433.0
1367,47253.0
1368,47072.0
1369,46891.0
1370,46664.0
1371,46482.0
1372,46299.0
1373,46115.0
1374,45885.0
1375,45701.0
1376,45516.0
1377,45331.0
1378,45098.0
1379,44912.0
1380,44725.0
1381,44490.0
1382,44302.0
1383,44114.0
1384,43925.0
1385,43688.0
1386,43499.0
1387,43308.0
1388,43118.0
1389,42879.0
1390,42688.0
1391,42496.0
1392,42304.0
1393,42063.0
1394,41870.0
1395,41677.0
1396,41435.0
1397,41241.0
1398,41046.0
1399,40851.0
1400,40608.0
1401,40412.0
1402,40217.0
1403,40021.0
1404,39775.0
1405,39579.0
1406,39382.0
1407,39185.0
1408,38938.0
1409,38741.0
1410,38543.0
1411,38295.0
1412,38097.0
1413,37899.0
1414,37700.0
1415,37451.0
1416,37252.0
1417,37053.0
1418,36854.0
1419,36604.0
1420,36404.0
1421,36205.0
1422,36005.0
1423,35754.0
1424,35554.0
1425,35354.0
1426,35103.0
1427,34902.0
1428,34702.0
1429,34501.0
1430,34250.0
1431,34049.0
1432,33848.0
1433,33647.0
1434,33396.0
1435,33195.0
1436,32994.0
1437,32793.0
1438,32542.0
1439,32341.0
1440,32139.0
1441,31888.0
1442,31687.0
1443,31486.0
1444,31285.0
1445,31034.0
1446,30834.0
1447,30633.0
1448,30432.0
1449,30182.0
1450,29981.0
1451,29781.0
1452,29581.0
1453,29331.0
1454,29131.0
1455,28931.0
1456,28682.0
1457,28482.0
1458,28283.0
1459,28084.0
1460,27835.0
1461,27637.0
1462,27438.0
1463,27240.0
1464,26993.0
1465,26795.0
1466,26597.0
1467,26400.0
1468,26153.0
1469,25957.0
1470,25760.0
1471,25515.0
1472,25319.0
1473,25123.0
1474,24928.0
1475,24684.0
1476,24489.0
1477,24295.0
1478,24101.0
1479,23859.0
1480,23665.0
1481,23473.0
1482,23280.0
1483,23040.0
1484,22848.0
1485,22656.0
1486,22418.0
1487,22227.0
1488,22037.0
1489,21847.0
1490,21610.0
1491,21422.0
1492,21233.0
1493,21045.0
1494,20811.0
1495,20624.0
1496,20437.0
1497,20251.0
1498,20019.0
1499,19835.0
1500,19650.0
1501,19420.0
1502,19237.0
1503,19054.0
1504,18872.0
1505,18644.0
1506,18463.0
1507,18283.0
1508,18102.0
1509,17878.0
1510,17699.0
1511,17521.0
1512,17343.0
1513,17122.0
1514,16946.0
1515,16770.0
1516,16551.0
1517,16377.0
1518,16203.0
1519,16030.0
1520,15814.0
1521,15642.0
1522,15471.0
1523,15301.0
1524,15089.0
1525,14920.0
1526,14752.0
1527,14584.0
1528,14375.0
1529,14209.0
1530,14044.0
1531,13838.0
1532,13675.0
1533,13512.0
1534,13349.0
1535,13147.0
1536,12987.0
1537,12827.0
1538,12668.0
1539,12470.0
1540,12312.0
1541,12156.0
1542,12000.0
1543,11806.0
1544,11652.0
1545,11498.0
1546,11308.0
1547,11156.0
1548,11006.0
1549,10856.0
1550,10669.0
1551,10521.0
1552,10374.0
1553,10228.0
1554,10046.0
1555,9902.0
1556,9758.0
1557,9615.0
1558,9438.0
1559,9297.0
1560,9158.0
1561,8984.0
1562,8846.0
1563,8709.0
1564,8573.0
1565,8404.0
1566,8270.0
1567,8137.0
1568,8005.0
1569,7841.0
1570,7711.0
1571,7582.0
1572,7454.0
1573,7295.0
1574,7169.0
1575,7044.0
1576,6889.0
1577,6766.0
1578,6645.0
1579,6524.0
1580,6374.0
1581,6255.0
1582,6138.0
1583,6021.0
1584,5877.0
1585,5762.0
1586,5649.0
1587,5537.0
1588,5398.0
1589,5288.0
1590,5179.0
1591,5044.0
1592,4937.0
1593,4831.0
1594,4727.0
1595,4598.0
1596,4496.0
1597,4394.0
1598,4294.0
1599,4171.0
1600,4073.0
1601,3977.0
1602,3881.0
1603,3763.0
1604,3670.0
1605,3579.0
1606,3465.0
1607,3376.0
1608,3287.0
1609,3200.0
1610,3093.0
1611,3008.0
1612,2924.0
1613,2842.0
1614,2741.0
1615,2661.0
1616,2582.0
1617,2504.0
1618,2409.0
1619,2334.0
1620,2260.0
1621,2169.0
1622,2098.0
1623,2027.0
1624,1958.0
1625,1874.0
1626,1807.0
1627,1742.0
1628,1678.0
1629,1599.0
1630,1538.0
1631,1478.0
1632,1419.0
1633,1346.0
1634,1290.0
1635,1235.0
1636,1167.0
1637,1115.0
1638,1063.0
1639,1013.0
1640,952.0
1641,904.0
1642,858.0
1643,813.0
1644,758.0
1645,716.0
1646,675.0
1647,635.0
1648,587.0
1649,549.0
1650,513.0
1651,470.0
1652,437.0
1653,404.0
1654,374.0
1655,337.0
1656,309.0
1657,282.0
1658,256.0
1659,226.0
1660,203.0
1661,181.0
1662,161.0
1663,137.0
1664,119.0
1665,102.0
1666,84.0
1667,70.0
1668,57.0
1669,46.0
1670,34.0
1671,25.0
1672,18.0
1673,12.0
1674,6.0
1675,3.0
1676,1.0
1677,0.0
1678,1.0
1679,3.0
1680,6.0
1681,12.0
1682,18.0
1683,25.0
1684,34.0
1685,46.0
1686,57.0
1687,70.0
1688,84.0
1689,102.0
1690,119.0
1691,137.0
1692,156.0
1693,181.0
1694,203.0
1695,226.0
1696,256.0
1697,282.0
1698,309.0
1699,337.0
1700,374.0
1701,404.0
1702,437.0
1703,470.0
1704,513.0
1705,549.0
1706,587.0
1707,625.0
1708,675.0
1709,716.0
1710,758.0
1711,813.0
1712,858.0
1713,904.0
1714,952.0
1715,1013.0
1716,1063.0
1717,1115.0
1718,1167.0
1719,1235.0
1720,1290.0
1721,1346.0
1722,1404.0
1723,1478.0
1724,1538.0
1725,1599.0
1726,1678.0
1727,1742.0
1728,1807.0
1729,1874.0
1730,1958.0
1731,2027.0
1732,2098.0
1733,2169.0
1734,2260.0
1735,2334.0
1736,2409.0
1737,2485.0
1738,2582.0
1739,2661.0
1740,2741.0
1741,2842.0
1742,2924.0
1743,3008.0
1744,3093.0
1745,3200.0
1746,3287.0
1747,3376.0
1748,3465.0
1749,3579.0
1750,3670.0
1751,3763.0
1752,3858.0
1753,3977.0
1754,4073.0
1755,4171.0
1756,4294.0
1757,4394.0
1758,4496.0
1759,4598.0
1760,4727.0
1761,4831.0
1762,4937.0
1763,5044.0
1764,5179.0
1765,5288.0
1766,5398.0
1767,5509.0
1768,5649.0
1769,5762.0
1770,5877.0
1771,6021.0
1772,6138.0
1773,6255.0
1774,6374.0
1775,6524.0
1776,6645.0
1777,6766.0
1778,6889.0
1779,7044.0
1780,7169.0
1781,7295.0
1782,7422.0
1783,7582.0
1784,7711.0
1785,7841.0
1786,8005.0
1787,8137.0
1788,8270.0
1789,8404.0
1790,8573.0
1791,8709.0
1792,8846.0
1793,8984.0
1794,9158.0
1795,9297.0
1796,9438.0
1797,9580.0
1798,9758.0
1799,9902.0
1800,10046.0
1801,10228.0
1802,10374.0
1803,10521.0
1804,10669.0
1805,10856.0
1806,11006.0
1807,11156.0
1808,11308.0
1809,11498.0
1810,11652.0
1811,11806.0
1812,11961.0
1813,12156.0
1814,12312.0
1815,12470.0
1816,12668.0
1817,12827.0
1818,12987.0
1819,13147.0
1820,13349.0
1821,13512.0
1822,13675.0
1823,13838.0
1824,14044.0
1825,14209.0
1826,14375.0
1827,14542.0
1828,14752.0
1829,14920.0
1830,15089.0
1831,15301.0
1832,15471.0
1833,15642.0
1834,15814.0
1835,16030.0
1836,16203.0
1837,16377.0
1838,16551.0
1839,16770.0
1840,16946.0
1841,17122.0
1842,17299.0
1843,17521.0
1844,17699.0
1845,17878.0
1846,18102.0
1847,18283.0
1848,18463.0
1849,18644.0
1850,18872.0
1851,19054.0
1852,19237.0
1853,19420.0
1854,19650.0
1855,19835.0
1856,20019.0
1857,20205.0
1858,20437.0
1859,20624.0
1860,20811.0
1861,21045.0
1862,21233.0
1863,21422.0
1864,21610.0
1865,21847.0
1866,22037.0
1867,22227.0
1868,22418.0
1869,22656.0
1870,22848.0
1871,23040.0
1872,23232.0
1873,23473.0
1874,23665.0
1875,23859.0
1876,24101.0
1877,24295.0
1878,24489.0
1879,24684.0
1880,24928.0
1881,25123.0
1882,25319.0
1883,25515.0
1884,25760.0
1885,25957.0
1886,26153.0
1887,26350.0
1888,26597.0
1889,26795.0
1890,26993.0
1891,27240.0
